N,P,K,temperature,humidity,ph,rainfall,label
62.087,56.468,66.756,20.718,47.108,6.022,105.144,Apple
63.267,53.713,58.401,23.001,77.368,6.331,121.782,Apple
66.334,48.748,54.04,22.1,81.875,6.039,106.109,Apple
86.97,36.064,54.155,23.674,53.406,5.884,88.294,Apple
64.125,83.534,66.191,23.172,56.309,6.542,110.28,Apple
86.97,82.768,71.028,23.086,70.531,6.764,126.484,Apple
64.091,64.993,63.518,19.211,69.797,5.883,140.859,Apple
55.908,54.45,47.772,27.114,53.402,5.886,98.795,Mango
59.665,34.652,54.284,31.1,39.411,4.925,93.009,Mango
55.807,39.666,55.867,28.126,66.107,5.644,114.29,Mango
56.823,37.737,50.234,4.011,59.157,6.04,119.396,Mango
59.907,63.102,65.475,31.979,79.585,6.628,81.827,Mango
57.965,41.742,55.013,35.539,61.881,6.14,106.405,Mango
60.032,22.985,-20.509,29.923,62.955,5.049,112.975,Mango
60.005,35.587,58.204,31.157,45.72,8.828,87.756,Mango
58.201,35.786,50.724,36.788,49.058,5.809,56.757,Mango
57.702,35.37,50.35,30.587,44.934,5.143,125.649,Mango
61.941,34.156,50.614,30.039,73.509,4.699,104.276,Mango
58.274,37.196,40.563,33.588,22.744,5.065,112.257,Mango
55.706,-37.65,107.052,24.577,63.113,6.907,111.446,Mango
55.972,37.858,59.33,27.582,71.83,6.313,79.77,Mango
58.819,-37.65,57.805,27.969,77.118,5.461,107.442,Mango
55.929,45.982,59.525,32.378,56.906,5.761,93.741,Mango
61.196,50.183,40.753,31.681,43.474,5.55,76.145,Mango
60.134,58.975,54.828,37.232,46.741,6.015,101.43,Mango
59.15,34.764,159.564,31.209,67.338,3.909,80.573,Mango
58.323,43.426,49.978,34.317,73.034,4.892,121.64,Mango
58.812,28.688,-20.509,29.455,22.744,5.552,92.908,Mango
57.894,35.607,44.979,28.502,47.039,5.418,82.199,Mango
62.314,113.978,107.785,31.658,97.236,6.862,97.825,Mango
62.378,46.508,55.549,33.026,54.03,6.169,93.558,Mango
57.316,38.33,52.884,31.999,64.571,3.909,108.642,Mango
56.835,177.314,43.092,30.015,61.733,4.456,86.425,Mango
59.186,35.913,47.269,35.792,52.755,5.937,105.906,Mango
56.186,51.347,69.824,31.534,44.298,6.628,116.295,Mango
57.688,38.348,37.997,30.028,45.782,4.685,83.921,Mango
59.941,71.253,58.744,29.511,97.236,5.841,88.058,Mango
57.862,-37.65,60.773,28.485,71.113,6.633,104.522,Mango
59.111,96.525,95.722,31.604,40.812,6.843,82.54,Mango
59.777,39.026,38.657,33.994,70.114,5.36,107.897,Mango
57.055,46.225,46.884,30.273,50.446,6.053,95.707,Mango
59.26,177.314,43.428,36.922,44.686,4.632,92.307,Mango
57.555,54.125,60.837,28.069,66.584,6.302,80.52,Mango
59.779,25.964,55.265,29.867,42.765,5.544,64.098,Mango
60.511,40.919,53.824,32.97,75.505,4.895,101.599,Mango
56.855,87.817,80.487,28.035,65.532,6.657,306.082,Mango
56.353,46.308,51.289,26.051,61.935,5.659,108.811,Mango
61.161,30.331,44.396,33.025,46.854,4.876,97.901,Mango
60.043,113.285,97.281,29.71,55.455,7.0,89.011,Mango
56.515,56.538,49.526,35.888,67.731,6.542,120.762,Mango
59.999,44.801,51.698,32.7,64.336,5.984,89.804,Mango
59.56,32.746,42.71,29.266,50.384,4.879,108.116,Mango
52.828,62.073,71.438,26.512,72.76,6.298,85.948,Mango
54.151,35.679,49.098,30.701,83.557,5.05,72.185,Mango
57.443,53.175,58.206,34.595,78.929,6.492,83.654,Mango
59.937,-37.65,96.561,35.899,47.248,6.561,95.97,Mango
58.862,62.011,59.286,27.647,50.168,6.413,124.229,Mango
59.364,177.314,49.377,34.01,64.067,4.683,98.115,Mango
58.851,46.984,42.979,35.436,75.58,5.152,80.719,Mango
56.863,31.673,45.13,29.271,42.367,8.828,91.95,Mango
86.97,24.025,48.91,4.011,68.597,4.694,93.202,Mango
54.405,113.745,117.258,31.803,57.959,6.723,93.614,Mango
60.967,48.216,47.224,31.614,51.127,5.68,125.392,Mango
62.717,57.542,65.56,32.488,48.215,6.262,100.787,Mango
58.514,22.044,51.335,29.397,54.252,4.932,107.873,Mango
57.401,109.792,102.114,31.485,62.284,6.843,-85.71,Mango
59.149,112.769,101.724,30.174,45.252,7.0,306.082,Mango
56.313,37.114,159.564,26.825,51.577,5.029,79.332,Mango
58.503,39.006,51.076,31.516,47.239,5.512,86.684,Mango
57.401,48.579,64.062,29.376,53.685,6.179,107.552,Mango
58.595,59.115,73.288,30.368,72.026,6.869,85.766,Mango
58.217,115.594,104.558,35.558,52.996,6.887,94.924,Mango
58.376,48.468,50.871,27.352,60.824,5.827,85.23,Mango
56.44,52.058,55.328,30.894,61.822,6.432,92.438,Mango
57.101,31.721,40.222,31.84,59.706,5.259,105.506,Mango
53.273,35.114,45.686,30.33,48.111,5.38,86.766,Mango
54.954,112.184,159.564,33.023,70.306,6.909,97.338,Mango
56.321,49.991,48.697,31.605,77.531,5.451,104.85,Mango
61.602,42.323,43.912,29.633,71.328,5.872,112.217,Mango
59.267,29.48,45.476,26.75,47.979,4.636,117.675,Mango
60.958,38.91,43.93,33.662,82.512,5.485,100.575,Mango
35.528,125.367,103.369,31.554,73.655,6.884,306.082,Mango
59.971,56.879,66.996,34.741,97.236,6.454,71.748,Mango
54.666,28.82,38.125,28.823,57.854,4.838,99.998,Mango
57.258,57.052,55.501,31.852,57.908,6.327,-85.71,Mango
59.733,71.27,80.478,34.077,59.527,6.584,97.504,Mango
61.669,54.334,57.97,36.208,60.565,6.471,102.35,Mango
56.014,42.771,58.863,30.931,58.383,5.937,92.788,Mango
57.554,42.978,51.331,31.849,72.995,5.571,107.685,Mango
58.267,38.401,47.62,50.18,51.085,5.215,66.15,Mango
57.816,51.434,42.463,30.48,76.881,4.648,80.444,Mango
35.528,30.256,43.571,36.19,51.574,4.995,90.595,Mango
58.046,39.815,55.396,33.634,49.566,3.909,82.98,Mango
60.723,46.567,48.361,34.194,55.903,5.138,84.636,Mango
86.97,44.506,54.792,29.048,65.193,5.776,86.996,Mango
58.015,37.169,54.866,34.408,78.619,6.026,65.931,Mango
58.357,54.648,45.735,32.396,45.339,5.417,76.188,Mango
59.568,-37.65,58.638,35.432,70.938,6.74,106.071,Mango
58.812,52.824,55.537,32.874,54.798,6.268,102.552,Mango
57.86,55.245,53.658,27.776,55.284,6.05,98.354,Mango
58.235,35.335,45.51,37.323,79.097,4.879,-85.71,Mango
86.97,40.823,46.227,26.55,54.476,5.402,92.646,Mango
57.501,33.832,55.502,30.529,22.744,4.635,92.773,Mango
59.536,40.093,53.284,27.696,79.051,5.638,-85.71,Mango
59.668,76.429,76.298,31.266,44.047,6.824,84.184,Mango
58.382,47.909,159.564,32.156,59.591,5.908,74.666,Mango
59.588,45.603,48.136,30.597,75.413,5.794,88.984,Mango
55.613,134.224,-20.509,29.95,48.0,6.624,27.202,Muskmelon
56.586,83.763,46.484,50.18,47.027,6.616,31.672,Muskmelon
56.038,128.837,41.8,28.234,66.712,6.67,1.429,Muskmelon
52.319,97.693,50.684,23.147,62.284,6.826,22.411,Muskmelon
55.747,58.663,36.689,29.948,60.651,6.494,40.537,Muskmelon
55.466,49.654,50.228,33.418,72.738,6.178,36.961,Muskmelon
51.878,69.188,40.131,29.018,97.236,6.395,-7.64,Muskmelon
55.121,62.772,29.635,27.852,78.885,6.105,48.536,Muskmelon
53.828,138.331,51.226,28.337,75.974,6.5,31.764,Muskmelon
53.994,74.283,37.441,30.295,67.065,6.361,14.408,Muskmelon
53.574,59.158,44.367,29.302,72.839,8.828,20.758,Muskmelon
56.516,53.486,37.835,29.732,76.155,5.773,33.659,Muskmelon
55.42,114.777,62.383,31.451,64.682,6.977,38.017,Muskmelon
56.185,83.13,48.502,27.666,65.157,6.405,25.369,Muskmelon
49.796,64.47,47.981,27.216,74.805,6.304,20.158,Muskmelon
35.528,63.487,51.897,4.011,40.517,6.055,14.935,Muskmelon
55.709,177.314,50.304,28.145,41.512,5.793,22.796,Muskmelon
53.468,48.461,41.169,30.071,68.265,6.022,22.791,Muskmelon
53.778,71.464,35.075,31.54,67.192,5.963,306.082,Muskmelon
56.203,85.384,42.79,28.128,65.416,6.675,1.323,Muskmelon
54.433,82.38,56.013,28.296,42.163,6.414,18.593,Muskmelon
51.412,63.605,48.316,27.644,71.737,8.828,18.606,Muskmelon
54.155,95.145,37.669,31.435,75.763,6.597,40.386,Muskmelon
54.903,-37.65,38.41,26.207,50.582,5.933,18.881,Muskmelon
53.833,67.548,39.487,27.935,67.513,6.117,19.529,Muskmelon
52.491,70.917,52.78,29.101,39.735,6.328,29.708,Muskmelon
55.354,57.25,41.348,30.649,48.139,6.093,22.964,Muskmelon
53.7,65.115,48.755,28.906,58.934,5.92,19.698,Muskmelon
53.137,108.474,46.65,25.719,45.732,6.543,26.125,Muskmelon
54.049,53.095,37.034,28.292,44.208,6.326,40.083,Muskmelon
53.866,79.177,46.949,28.085,76.741,6.255,306.082,Muskmelon
52.178,60.729,42.905,30.084,73.748,6.491,40.402,Muskmelon
55.258,82.693,55.332,28.759,22.744,6.684,34.648,Muskmelon
52.067,50.988,36.992,30.825,22.744,5.996,27.533,Muskmelon
55.566,56.061,41.593,23.824,76.918,6.259,33.064,Muskmelon
53.036,111.332,55.735,4.011,49.75,6.685,29.606,Muskmelon
53.273,70.91,159.564,4.011,56.26,6.5,-1.659,Muskmelon
52.922,134.242,43.007,31.768,77.294,6.775,54.427,Muskmelon
53.998,81.518,159.564,27.978,42.354,6.127,25.485,Muskmelon
54.529,63.544,42.029,28.663,75.348,5.688,19.866,Muskmelon
53.123,74.961,46.421,26.486,64.926,6.55,-85.71,Muskmelon
54.585,127.423,50.251,27.641,59.067,6.838,32.98,Muskmelon
53.46,60.323,49.416,30.32,54.759,6.179,32.506,Muskmelon
51.418,66.413,54.542,25.029,97.236,6.187,18.556,Muskmelon
51.164,66.891,47.397,27.049,46.039,6.327,20.361,Muskmelon
55.112,75.937,47.874,28.814,56.781,6.208,32.999,Muskmelon
54.567,70.522,53.72,29.573,74.085,6.307,7.44,Muskmelon
53.727,63.653,54.314,29.121,49.364,6.196,21.978,Muskmelon
53.391,62.212,32.844,29.465,59.876,5.974,-85.71,Muskmelon
52.077,51.018,43.285,29.801,75.395,3.909,22.123,Muskmelon
53.039,82.303,43.183,26.196,68.06,6.278,18.834,Muskmelon
54.452,57.573,42.405,30.454,82.897,6.258,38.861,Muskmelon
56.47,177.314,56.638,28.33,81.637,6.151,306.082,Muskmelon
56.125,146.314,51.259,28.86,56.283,6.648,25.131,Muskmelon
53.884,72.017,-20.509,28.279,50.253,6.448,5.636,Muskmelon
52.281,122.692,51.616,29.242,42.864,6.69,21.407,Muskmelon
53.868,55.731,41.61,30.168,60.78,5.88,24.391,Muskmelon
52.992,72.892,36.804,28.371,57.244,6.694,20.068,Muskmelon
55.751,110.756,56.047,29.939,44.102,6.824,36.717,Muskmelon
53.865,143.695,55.387,26.469,78.896,3.909,50.351,Muskmelon
53.143,52.484,50.903,25.359,81.902,6.142,35.127,Muskmelon
53.762,73.436,44.636,27.701,63.008,6.687,32.955,Muskmelon
50.108,75.647,39.119,28.483,60.651,6.555,34.976,Muskmelon
52.416,70.033,49.506,29.366,72.068,6.324,32.171,Muskmelon
51.989,74.078,159.564,25.98,74.488,6.153,30.255,Muskmelon
52.31,74.02,38.708,30.398,22.744,6.049,9.333,Muskmelon
53.037,71.154,46.473,26.177,74.068,6.236,-0.093,Muskmelon
86.97,76.785,45.907,28.465,55.322,6.304,14.424,Muskmelon
52.432,66.014,51.733,27.618,78.319,6.346,25.484,Muskmelon
52.519,99.621,47.134,28.563,76.857,6.402,-85.71,Muskmelon
51.27,119.726,47.472,27.234,54.457,6.451,7.674,Muskmelon
50.769,86.083,47.0,29.335,57.923,6.13,31.376,Muskmelon
52.421,79.872,43.632,28.582,53.22,6.2,14.979,Muskmelon
35.528,177.314,45.289,30.126,47.444,6.206,19.316,Muskmelon
53.849,133.118,53.939,30.502,46.733,6.987,30.08,Muskmelon
55.007,112.766,49.029,26.717,62.87,6.611,35.468,Muskmelon
53.35,81.46,44.394,25.844,58.411,6.43,39.731,Muskmelon
52.245,87.062,44.842,29.389,52.782,6.24,12.359,Muskmelon
35.528,62.318,44.795,28.155,62.832,6.146,21.892,Muskmelon
52.709,55.875,48.359,28.897,55.757,5.811,24.978,Muskmelon
52.868,83.928,43.679,28.608,60.413,6.337,2.759,Muskmelon
57.592,70.342,40.443,31.483,45.259,6.093,30.069,Muskmelon
54.041,56.223,43.793,29.751,74.301,3.909,40.573,Muskmelon
54.911,70.588,37.505,27.825,62.238,6.161,44.787,Muskmelon
53.005,86.007,49.117,29.997,50.247,6.652,32.93,Muskmelon
52.73,-37.65,45.057,25.753,39.802,8.828,12.037,Muskmelon
55.455,-37.65,52.889,28.928,77.409,6.324,34.762,Muskmelon
52.348,60.059,38.582,29.768,53.055,6.226,23.729,Muskmelon
52.549,108.12,46.652,28.557,67.504,6.504,37.365,Muskmelon
54.777,81.164,46.08,4.011,70.164,6.582,25.096,Muskmelon
54.119,123.272,46.633,28.704,70.515,6.871,20.501,Muskmelon
55.276,50.516,39.113,27.078,62.383,6.229,18.771,Muskmelon
54.164,68.506,54.819,50.18,80.895,6.397,-85.71,Muskmelon
35.528,81.897,51.306,28.862,73.068,6.493,8.24,Muskmelon
53.615,86.335,45.545,24.418,66.344,6.551,306.082,Muskmelon
86.97,128.567,46.988,31.339,72.269,6.874,6.087,Muskmelon
54.592,92.546,48.788,26.723,39.153,6.693,18.573,Muskmelon
56.139,79.65,50.193,29.066,65.366,6.451,48.055,Muskmelon
53.121,73.486,43.705,30.023,57.423,8.828,55.98,Muskmelon
54.723,98.162,55.109,29.873,57.242,6.708,37.055,Muskmelon
57.338,67.023,72.67,16.322,71.645,6.398,131.426,Orange
63.876,177.314,73.787,26.635,62.516,7.405,90.403,Orange
58.825,106.529,91.186,12.249,71.122,6.995,97.687,Orange
60.082,-37.65,58.746,4.011,78.543,7.871,94.804,Orange
65.676,145.225,146.645,30.632,53.01,7.197,126.946,Orange
67.537,63.186,64.523,25.974,55.897,6.438,125.699,Orange
66.273,87.931,88.526,25.098,78.801,7.476,105.474,Orange
68.522,155.308,104.548,26.205,72.733,7.151,99.09,Orange
65.403,139.039,113.657,28.33,59.549,7.066,108.363,Orange
86.97,106.152,81.948,25.672,74.488,7.451,96.593,Orange
68.987,83.533,69.995,27.759,80.38,7.44,306.082,Orange
64.236,141.881,128.902,27.257,46.043,6.58,107.732,Orange
65.987,131.805,144.816,31.022,46.983,7.019,306.082,Orange
56.629,58.619,49.304,13.113,63.419,6.025,-85.71,Orange
66.046,71.395,67.173,4.011,73.259,6.345,112.732,Orange
68.666,92.841,71.054,25.849,42.29,6.526,107.65,Orange
69.215,137.427,131.341,32.527,52.929,7.379,100.487,Orange
60.224,143.431,153.061,24.904,60.13,6.751,116.592,Orange
62.685,83.676,64.021,26.441,60.79,7.518,107.47,Orange
60.725,71.112,67.095,25.707,58.174,7.646,106.188,Orange
56.262,72.741,76.726,18.226,62.189,7.537,107.666,Orange
60.563,65.314,53.993,19.753,80.306,6.743,115.171,Orange
65.289,149.069,145.551,27.64,73.2,6.938,125.788,Orange
62.51,79.384,68.713,25.047,97.236,7.511,107.727,Orange
63.279,66.376,62.864,23.789,52.487,7.629,107.672,Orange
67.189,67.004,58.482,33.47,77.629,8.098,105.719,Orange
35.528,78.496,68.144,21.191,70.466,6.319,111.218,Orange
57.823,149.624,152.119,11.263,53.58,6.815,136.493,Orange
56.728,177.314,57.099,50.18,67.813,7.977,96.282,Orange
68.786,96.99,75.925,50.18,41.07,7.47,130.767,Orange
67.863,57.383,56.912,28.56,64.426,3.909,104.785,Orange
67.48,56.902,63.644,28.769,97.236,5.943,104.962,Orange
56.499,144.923,136.817,11.373,66.586,6.949,121.033,Orange
57.659,65.4,69.288,10.965,60.127,6.111,134.725,Orange
68.159,85.828,67.586,22.927,63.069,6.469,109.051,Orange
62.18,149.473,138.723,20.245,76.751,7.034,114.044,Orange
35.528,64.361,50.853,31.459,58.496,6.569,107.983,Orange
35.528,93.2,76.613,24.886,49.255,6.374,109.705,Orange
64.554,61.525,61.568,19.281,60.074,7.749,100.766,Orange
54.161,138.364,125.385,10.359,76.695,6.899,119.914,Orange
54.628,136.329,88.089,12.016,78.069,7.32,102.41,Orange
62.89,91.28,65.514,25.646,67.178,7.457,-85.71,Orange
64.105,61.466,61.051,19.495,70.604,6.335,107.405,Orange
60.671,153.317,110.367,17.435,58.164,7.215,126.077,Orange
67.732,107.077,73.06,34.872,66.61,7.434,-85.71,Orange
64.934,91.239,73.914,22.652,39.28,6.727,114.371,Orange
57.831,49.439,54.916,10.617,45.277,5.949,92.27,Orange
58.72,58.148,41.442,18.654,50.402,5.983,113.948,Orange
70.029,142.836,147.659,34.75,67.597,6.98,110.243,Orange
59.634,65.561,51.557,10.606,47.045,7.908,105.822,Orange
65.999,-37.65,60.158,25.805,66.32,7.781,104.307,Orange
69.703,83.722,79.9,30.36,77.089,7.45,306.082,Orange
86.97,72.514,58.779,21.674,69.37,6.188,124.624,Orange
63.874,83.441,76.277,19.03,74.738,6.526,100.404,Orange
59.598,83.51,53.697,16.535,38.705,7.663,107.02,Orange
62.064,106.343,88.843,23.105,73.517,6.668,110.3,Orange
61.906,105.86,66.21,4.011,69.811,6.491,94.034,Orange
63.463,81.249,74.128,23.629,41.132,6.578,106.098,Orange
66.693,79.307,68.132,29.588,70.781,6.349,110.173,Orange
67.34,145.158,119.933,31.542,55.172,7.033,114.758,Orange
86.97,139.195,143.456,18.999,56.517,7.038,102.414,Orange
67.832,79.699,62.171,32.72,64.496,6.545,117.154,Orange
63.826,63.406,73.006,24.059,43.017,7.42,105.94,Orange
56.794,71.144,52.836,11.546,36.496,7.512,116.402,Orange
60.25,140.231,146.136,20.984,68.673,7.154,134.394,Orange
59.503,71.009,61.226,14.216,67.785,6.225,108.877,Orange
70.969,75.846,58.177,30.842,41.592,6.34,115.834,Orange
61.943,65.36,65.478,20.411,59.586,7.83,91.02,Orange
69.771,79.206,63.695,31.891,44.52,8.828,127.699,Orange
65.235,55.897,56.722,24.187,71.641,7.994,103.535,Orange
59.053,90.548,76.521,16.264,50.569,6.547,112.256,Orange
57.475,59.742,61.007,13.881,44.741,6.325,124.169,Orange
56.456,133.34,128.839,13.109,61.318,7.17,97.255,Orange
53.763,81.306,70.701,12.051,69.994,6.499,129.828,Orange
63.581,151.516,102.182,22.273,60.39,7.302,134.236,Orange
65.384,79.873,62.774,30.969,65.244,6.28,121.817,Orange
61.202,122.942,81.774,15.495,71.37,6.658,99.006,Orange
55.564,94.886,66.833,13.121,22.744,7.226,113.067,Orange
62.715,155.632,-20.509,50.18,75.785,7.018,108.264,Orange
58.444,68.751,64.764,18.773,41.886,7.503,121.802,Orange
54.443,60.146,61.047,8.849,62.583,7.79,84.824,Orange
63.326,133.555,136.533,30.261,62.416,6.903,96.572,Orange
70.008,138.239,96.071,32.587,22.744,7.028,104.254,Orange
35.528,95.906,73.934,33.729,66.449,6.413,100.863,Orange
57.784,87.033,65.039,7.609,65.176,6.289,98.025,Orange
57.705,82.231,64.528,22.885,59.208,6.4,117.712,Orange
60.149,91.105,67.771,14.833,50.335,6.469,106.983,Orange
71.066,67.741,63.97,33.08,42.428,8.828,117.566,Orange
63.629,93.643,66.626,24.637,50.032,6.639,111.87,Orange
67.606,109.447,87.969,30.436,74.303,7.514,120.404,Orange
86.97,102.378,81.849,28.137,57.497,7.532,123.293,Orange
59.262,67.93,58.937,21.197,55.116,7.653,103.345,Orange
58.202,51.076,60.608,15.688,58.756,7.713,98.249,Orange
69.256,133.719,95.663,33.134,69.064,6.923,112.445,Orange
68.656,58.88,66.499,30.999,50.493,8.003,117.552,Orange
68.68,61.155,60.518,30.669,71.556,7.78,98.951,Orange
65.065,152.46,143.25,25.81,74.099,7.081,110.174,Orange
68.602,146.17,105.616,27.391,78.495,7.04,120.579,Orange
63.638,55.011,53.543,17.963,42.592,7.72,125.353,Orange
86.97,81.482,59.325,8.675,56.956,7.736,91.485,Orange
35.528,157.844,-20.509,50.18,97.236,6.95,235.174,Papaya
72.653,83.965,62.874,42.889,36.829,6.487,87.868,Papaya
72.602,133.735,110.965,39.421,72.477,6.845,129.84,Papaya
93.512,94.08,106.809,34.353,37.948,6.572,225.209,Papaya
95.9,177.314,-20.509,43.094,73.418,7.037,193.825,Papaya
85.624,152.597,143.37,33.491,77.957,6.957,219.258,Papaya
81.79,154.249,154.789,33.257,75.37,6.845,182.591,Papaya
74.761,147.316,142.876,25.768,53.984,6.577,190.778,Papaya
78.457,127.407,150.241,50.18,72.101,7.066,187.386,Papaya
91.325,144.885,138.324,38.261,59.666,6.904,-85.71,Papaya
92.371,138.906,154.795,41.07,41.964,6.944,190.456,Papaya
54.391,154.94,85.971,34.547,45.279,7.19,60.252,Papaya
83.359,140.914,142.268,27.495,65.317,6.587,230.972,Papaya
60.221,87.642,57.973,30.026,56.71,6.591,-85.71,Papaya
76.782,150.81,146.104,35.877,63.343,6.727,134.606,Papaya
83.865,125.12,115.783,34.587,69.135,6.672,-85.71,Papaya
65.074,93.07,68.761,4.011,57.588,6.249,75.743,Papaya
35.528,143.915,145.045,50.18,63.449,6.831,79.41,Papaya
71.829,123.743,112.074,29.207,75.473,6.565,140.208,Papaya
67.506,153.466,142.527,50.18,52.604,6.909,72.338,Papaya
61.285,122.724,50.179,29.984,53.526,6.81,60.137,Papaya
61.553,120.248,77.71,38.495,68.353,6.897,38.573,Papaya
76.484,100.301,80.374,40.616,54.847,6.68,119.771,Papaya
84.032,102.762,118.939,28.214,54.518,6.311,214.869,Papaya
74.403,97.527,86.342,40.015,68.191,6.648,129.411,Papaya
86.97,76.503,99.492,4.011,61.294,6.578,189.727,Papaya
93.219,143.128,150.599,34.078,51.695,6.687,233.99,Papaya
74.252,128.146,95.277,32.808,43.653,6.702,105.136,Papaya
74.503,94.282,75.903,38.386,22.744,6.665,120.749,Papaya
78.605,177.314,143.614,40.245,97.236,6.753,130.536,Papaya
61.271,73.493,57.097,37.546,50.547,6.594,47.469,Papaya
57.203,128.074,159.564,25.701,47.495,6.651,55.904,Papaya
89.426,137.818,135.885,41.485,52.673,6.834,227.642,Papaya
57.897,115.759,60.524,24.555,52.491,6.757,76.145,Papaya
70.063,78.459,78.33,28.906,77.175,8.828,119.835,Papaya
68.278,154.901,113.208,37.69,43.909,7.126,131.786,Papaya
80.766,145.582,146.903,35.117,78.728,6.951,179.954,Papaya
84.36,76.051,88.532,33.424,60.483,6.628,208.703,Papaya
66.035,177.314,132.429,43.618,78.622,6.9,77.625,Papaya
78.062,119.308,142.396,24.881,49.715,6.639,225.057,Papaya
74.994,93.101,104.259,27.366,70.411,6.353,180.981,Papaya
77.153,141.277,-20.509,23.551,97.236,6.945,188.6,Papaya
69.084,119.388,61.242,42.677,48.375,6.534,75.274,Papaya
73.23,96.493,72.95,42.606,67.446,6.79,127.909,Papaya
84.168,156.347,143.867,4.011,41.014,6.475,169.446,Papaya
76.172,143.771,147.392,33.37,70.832,6.662,147.238,Papaya
57.559,140.641,151.832,50.18,22.744,6.968,54.123,Papaya
90.603,113.655,116.711,42.351,65.512,6.779,210.559,Papaya
94.449,115.043,126.206,44.859,75.503,6.925,226.565,Papaya
58.415,110.485,66.573,27.698,50.694,6.953,51.778,Papaya
95.051,104.325,105.949,41.956,50.424,6.473,201.811,Papaya
81.15,150.842,135.525,30.003,76.015,6.814,195.663,Papaya
88.484,145.609,130.831,42.969,39.904,6.856,202.489,Papaya
61.562,149.854,89.355,23.691,59.904,7.074,100.034,Papaya
76.241,120.734,109.803,33.067,73.11,6.58,175.38,Papaya
60.623,98.195,59.921,22.108,49.87,6.471,75.576,Papaya
60.388,139.34,65.934,31.317,46.56,6.992,34.834,Papaya
64.127,75.674,59.53,33.817,73.449,6.79,70.938,Papaya
95.488,92.989,110.588,42.582,53.631,6.418,228.256,Papaya
78.888,149.63,141.133,21.949,43.525,6.741,243.301,Papaya
69.235,177.314,93.28,22.902,43.876,6.883,130.858,Papaya
74.623,149.134,152.606,43.363,43.927,7.305,133.066,Papaya
69.69,134.569,147.086,29.71,66.787,8.828,-85.71,Papaya
62.769,101.527,69.273,29.762,63.761,6.573,68.203,Papaya
69.955,149.746,103.824,29.902,56.042,6.732,115.209,Papaya
64.173,138.009,135.829,31.93,67.576,7.003,46.852,Papaya
59.194,122.476,57.539,42.827,48.568,6.814,72.833,Papaya
62.845,128.798,101.633,30.249,62.365,6.834,78.099,Papaya
59.761,138.265,143.267,24.484,50.595,6.958,306.082,Papaya
76.567,91.525,86.531,4.011,51.093,6.846,306.082,Papaya
61.931,134.576,102.073,26.074,48.463,6.899,90.89,Papaya
77.783,145.545,133.72,34.905,22.744,6.976,130.314,Papaya
71.35,111.242,98.02,23.568,59.561,6.727,169.481,Papaya
67.675,145.769,94.107,33.413,58.979,6.387,84.654,Papaya
81.828,149.267,136.598,36.018,71.132,6.642,169.57,Papaya
94.335,-37.65,110.112,41.482,77.357,6.539,212.717,Papaya
63.169,151.445,144.973,32.162,54.326,6.795,94.454,Papaya
94.397,147.131,136.259,40.397,47.096,6.971,224.283,Papaya
95.102,101.172,124.35,4.011,51.561,6.742,234.165,Papaya
86.97,148.433,68.393,23.911,41.634,6.788,48.616,Papaya
83.028,138.066,150.716,38.695,42.305,7.005,153.599,Papaya
35.528,90.367,62.239,28.18,70.759,6.375,71.556,Papaya
71.223,135.139,147.457,25.386,39.884,7.05,182.061,Papaya
